customer_id,frequency,recency,T,monetary_value,pred_purchases_12m,p_alive,exp_avg_value,clv_12m
870,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
871,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
872,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
873,1,0.14,34.14,9.77,0.217,0.157,14.355,4.93
874,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
875,0,0.0,34.14,0.0,0.277,1.0,35.079,14.257
876,1,27.71,34.14,46.5,0.937,0.679,45.406,52.01
877,1,16.57,34.0,26.75,0.77,0.556,28.71,29.139
878,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
879,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
880,2,8.71,34.0,15.46,0.729,0.295,17.468,17.241
881,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
882,1,9.86,34.0,10.77,0.605,0.437,15.2,14.282
883,1,15.29,34.0,29.92,0.743,0.537,31.39,30.221
884,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
885,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
886,4,28.14,34.0,60.85,3.749,0.811,59.913,267.264
887,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
888,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
889,1,13.71,34.0,51.6,0.707,0.511,49.718,42.418
890,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
891,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
892,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
893,1,23.86,34.0,45.4,0.892,0.645,44.476,48.618
894,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
895,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
896,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
897,5,14.71,34.0,9.7,1.23,0.216,10.749,17.406
898,1,10.29,34.0,14.96,0.617,0.446,18.742,16.884
899,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
900,1,24.86,34.0,54.73,0.906,0.654,52.364,56.892
901,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
902,1,9.71,34.0,53.5,0.6,0.433,51.324,37.028
903,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
904,1,2.29,34.0,35.51,0.322,0.232,36.115,14.696
905,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
906,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
907,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
908,7,26.0,34.0,26.42,5.723,0.73,26.751,185.691
909,2,20.14,34.0,28.04,1.557,0.631,28.994,56.99
910,1,12.71,34.0,152.72,0.682,0.493,135.205,102.451
911,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
912,0,0.0,34.0,0.0,0.277,1.0,35.079,14.294
913,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
914,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
915,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
916,1,15.71,33.86,36.5,0.756,0.544,36.952,35.157
917,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
918,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
919,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
920,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
921,2,32.71,33.86,55.51,2.014,0.813,54.163,130.533
922,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
923,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
924,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
925,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
926,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
927,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
928,1,8.57,33.86,14.37,0.568,0.409,18.243,15.233
929,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
930,4,26.14,33.86,25.11,3.566,0.769,25.736,113.369
931,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
932,1,4.57,33.86,25.94,0.423,0.305,28.025,15.698
933,1,23.0,33.86,28.74,0.884,0.637,30.392,35.029
934,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
935,1,2.57,33.86,17.9,0.337,0.242,21.228,10.088
936,0,0.0,33.86,0.0,0.278,1.0,35.079,14.331
937,1,3.71,33.86,15.99,0.387,0.279,19.613,10.936
938,2,33.0,33.71,11.97,2.031,0.817,14.27,40.695
939,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
940,1,3.0,33.71,29.93,0.359,0.257,31.398,14.574
941,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
942,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
943,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
944,2,33.71,33.71,43.98,2.046,0.823,43.598,108.284
945,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
946,4,15.29,33.71,29.1,1.605,0.345,29.551,58.044
947,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
948,1,6.14,33.71,14.96,0.487,0.35,18.742,13.311
949,7,32.57,33.71,20.16,7.271,0.922,20.65,183.871
950,1,1.14,33.71,30.72,0.271,0.195,32.066,11.221
951,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
952,1,2.29,33.71,125.69,0.326,0.234,112.354,41.063
953,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
954,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
955,4,24.0,33.71,99.71,3.319,0.714,97.075,378.564
956,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
957,1,6.71,33.71,12.79,0.508,0.365,16.908,12.901
958,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
959,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
960,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
961,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
962,1,1.0,33.71,13.97,0.264,0.19,17.905,6.993
963,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
964,7,30.14,33.71,23.01,6.926,0.878,23.428,197.599
965,1,11.0,33.71,42.02,0.645,0.463,41.619,33.141
966,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
967,6,29.86,33.71,42.5,5.905,0.867,42.409,299.648
968,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
969,5,18.29,33.71,33.62,2.369,0.413,33.825,96.9
970,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
971,2,14.29,33.71,12.47,1.206,0.485,14.728,24.794
972,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
973,1,17.43,33.71,38.51,0.795,0.571,38.652,38.381
974,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
975,6,30.43,33.71,47.07,5.982,0.879,46.844,334.47
976,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
977,2,11.43,33.71,36.86,0.979,0.394,37.075,44.649
978,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
979,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
980,0,0.0,33.71,0.0,0.279,1.0,35.079,14.371
981,2,16.0,33.57,38.4,1.337,0.536,38.486,63.069
982,2,27.14,33.57,27.57,1.881,0.755,28.563,67.797
983,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
984,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
985,6,25.0,33.57,35.04,4.917,0.72,35.17,207.978
986,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
987,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
988,1,20.0,33.57,43.9,0.846,0.605,43.208,44.866
989,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
990,1,24.29,33.57,40.51,0.911,0.652,40.342,45.597
991,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
992,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
993,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
994,2,10.71,33.57,42.48,0.925,0.371,42.224,47.521
995,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
996,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
997,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
998,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
999,1,1.71,33.57,10.78,0.301,0.215,15.208,7.099
1000,4,24.43,33.57,16.26,3.403,0.729,17.273,74.847
1001,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
1002,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
1003,1,26.71,33.57,68.31,0.943,0.675,63.845,70.481
1004,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
1005,1,3.86,33.57,15.76,0.399,0.285,19.419,11.169
1006,0,0.0,33.57,0.0,0.28,1.0,35.079,14.409
1007,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1008,1,1.43,33.43,20.99,0.289,0.206,23.84,9.448
1009,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1010,5,21.14,33.43,122.93,3.325,0.577,119.984,467.645
1011,2,18.86,33.43,52.85,1.526,0.61,51.725,94.553
1012,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1013,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1014,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1015,3,26.0,33.43,40.32,2.753,0.766,40.269,134.116
1016,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1017,12,32.43,33.43,12.86,12.645,0.947,13.259,205.338
1018,1,9.14,33.43,49.48,0.597,0.425,47.926,34.587
1019,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1020,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1021,2,21.43,33.43,29.6,1.662,0.665,30.423,63.318
1022,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1023,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1024,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1025,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1026,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1027,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1028,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1029,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1030,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1031,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1032,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1033,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1034,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1035,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1036,0,0.0,33.43,0.0,0.281,1.0,35.079,14.447
1037,4,14.29,33.43,33.36,1.42,0.303,33.625,57.974
1038,1,23.14,33.29,57.5,0.904,0.643,54.706,58.802
1039,1,8.71,33.29,28.99,0.586,0.417,30.603,23.297
1040,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1041,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1042,3,18.0,33.29,15.17,1.99,0.552,16.564,43.068
1043,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1044,1,33.29,33.29,19.49,1.022,0.726,22.572,31.974
1045,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1046,1,0.57,33.29,13.97,0.248,0.176,17.905,6.551
1047,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1048,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1049,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1050,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1051,4,25.0,33.29,16.62,3.528,0.751,17.617,78.883
1052,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1053,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1054,2,19.14,33.29,16.98,1.552,0.619,18.86,39.012
1055,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1056,5,32.29,33.29,36.58,5.221,0.903,36.68,230.398
1057,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1058,3,24.57,33.29,67.12,2.665,0.74,65.529,206.556
1059,1,0.14,33.29,11.99,0.226,0.161,16.231,5.569
1060,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1061,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1062,3,13.14,33.29,27.54,1.291,0.358,28.223,45.112
1063,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1064,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1065,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1066,0,0.0,33.29,0.0,0.282,1.0,35.079,14.485
1067,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1068,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1069,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1070,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1071,2,4.0,33.14,13.37,0.352,0.14,15.553,7.535
1072,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1073,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1074,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1075,2,4.86,33.14,16.24,0.423,0.168,18.182,10.309
1076,3,19.29,33.14,20.42,2.168,0.6,21.512,59.127
1077,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1078,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1079,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1080,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1081,11,32.0,33.14,106.53,11.626,0.941,105.433,1442.247
1082,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1083,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1084,2,2.29,33.14,47.84,0.224,0.089,47.135,12.69
1085,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1086,1,19.0,33.14,9.98,0.841,0.596,14.532,19.206
1087,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1088,7,28.71,33.14,66.7,6.832,0.855,66.006,532.893
1089,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1090,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1091,1,19.0,33.14,5.99,0.841,0.596,11.159,16.226
1092,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1093,3,12.0,33.14,26.73,1.13,0.313,27.459,38.488
1094,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1095,2,28.0,33.14,31.62,1.938,0.77,32.274,77.771
1096,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1097,1,2.0,33.14,14.37,0.321,0.228,18.243,8.589
1098,0,0.0,33.14,0.0,0.283,1.0,35.079,14.526
1099,4,25.0,33.14,17.67,3.554,0.755,18.621,83.531
1100,2,15.29,33.0,17.7,1.326,0.525,19.52,34.266
1101,2,6.0,33.0,19.64,0.528,0.209,21.298,14.692
1102,1,18.29,33.0,14.99,0.832,0.588,18.768,22.693
1103,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1104,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1105,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1106,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1107,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1108,1,8.57,33.0,22.4,0.589,0.416,25.032,19.926
1109,3,30.29,33.0,17.7,3.044,0.839,18.948,74.055
1110,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1111,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1112,1,18.43,33.0,14.96,0.835,0.59,18.742,22.742
1113,1,0.86,33.0,27.94,0.267,0.188,29.716,10.337
1114,6,18.43,33.0,24.64,2.546,0.368,25.077,77.615
1115,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1116,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1117,4,29.0,33.0,47.99,3.983,0.843,47.616,226.338
1118,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1119,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1120,1,1.29,33.0,51.87,0.288,0.204,49.946,17.307
1121,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1122,2,9.86,33.0,56.73,0.882,0.349,55.28,58.014
1123,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1124,1,2.43,33.0,11.77,0.344,0.243,16.045,8.398
1125,3,9.71,33.0,57.56,0.799,0.22,56.518,53.675
1126,7,30.43,33.0,46.69,7.192,0.898,46.505,397.517
1127,2,15.0,33.0,45.82,1.305,0.517,45.284,71.298
1128,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1129,5,32.14,33.0,46.25,5.265,0.904,46.009,288.785
1130,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1131,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1132,0,0.0,33.0,0.0,0.284,1.0,35.079,14.565
1133,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1134,5,32.43,32.86,26.18,5.311,0.909,26.647,172.354
1135,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1136,12,17.71,32.86,51.97,0.54,0.04,51.782,33.041
1137,1,18.43,32.86,35.71,0.839,0.591,36.284,38.285
1138,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1139,1,18.86,32.86,30.15,0.847,0.596,31.584,34.471
1140,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1141,1,0.71,32.86,13.97,0.261,0.184,17.905,6.872
1142,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1143,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1144,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1145,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1146,3,8.57,32.86,13.59,0.651,0.179,15.074,12.951
1147,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1148,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1149,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1150,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1151,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1152,1,12.14,32.86,103.18,0.698,0.492,93.324,73.654
1153,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1154,1,0.57,32.86,14.96,0.254,0.179,18.742,6.903
1155,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1156,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1157,0,0.0,32.86,0.0,0.285,1.0,35.079,14.604
1158,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1159,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1160,4,31.43,32.71,39.68,4.194,0.882,39.669,199.768
1161,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1162,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1163,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1164,2,15.43,32.71,31.04,1.356,0.533,31.743,53.485
1165,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1166,4,1.29,32.71,37.16,0.014,0.003,37.259,0.649
1167,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1168,1,0.71,32.71,9.97,0.263,0.184,14.524,5.988
1169,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1170,1,2.71,32.71,59.97,0.362,0.254,56.794,24.301
1171,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1172,3,6.0,32.71,14.63,0.355,0.097,16.055,7.466
1173,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1174,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1175,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1176,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1177,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1178,1,8.86,32.71,32.26,0.606,0.425,33.368,25.76
1179,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1180,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1181,3,28.43,32.71,33.55,2.984,0.818,33.888,123.244
1182,0,0.0,32.71,0.0,0.286,1.0,35.079,14.646
1183,3,20.57,32.57,30.77,2.385,0.651,31.267,91.326
1184,4,20.71,32.57,19.63,2.991,0.627,20.495,76.546
1185,1,30.14,32.57,38.97,1.014,0.709,39.04,49.128
1186,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1187,2,32.57,32.57,42.47,2.099,0.823,42.215,107.283
1188,1,3.57,32.57,15.36,0.404,0.283,19.08,11.14
1189,2,31.71,32.57,27.46,2.079,0.816,28.462,74.37
1190,1,0.86,32.57,21.74,0.273,0.191,24.474,9.045
1191,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1192,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1193,2,1.14,32.57,36.83,0.158,0.062,37.047,7.172
1194,1,1.57,32.57,11.77,0.309,0.216,16.045,7.525
1195,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1196,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1197,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1198,1,0.57,32.57,24.74,0.257,0.18,27.01,9.224
1199,7,15.0,32.57,26.09,0.98,0.121,26.43,31.214
1200,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1201,6,26.71,32.57,41.17,5.671,0.812,41.118,277.855
1202,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1203,6,29.57,32.57,35.67,6.16,0.882,35.781,263.755
1204,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1205,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1206,0,0.0,32.57,0.0,0.287,1.0,35.079,14.685
1207,1,0.29,32.57,46.29,0.242,0.17,45.229,13.32
1208,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1209,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1210,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1211,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1212,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1213,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1214,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1215,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1216,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1217,1,6.14,32.43,13.97,0.515,0.359,17.905,13.552
1218,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1219,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1220,1,3.71,32.43,56.28,0.413,0.288,53.674,26.356
1221,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1222,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1223,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1224,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1225,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1226,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1227,3,28.14,32.43,32.12,3.001,0.817,32.54,119.177
1228,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1229,0,0.0,32.43,0.0,0.288,1.0,35.079,14.725
1230,3,25.86,32.29,23.49,2.879,0.781,24.406,87.655
1231,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1232,3,27.57,32.29,11.31,2.985,0.81,12.925,51.975
1233,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1234,8,23.0,32.29,37.65,5.559,0.601,37.69,249.098
1235,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1236,1,0.86,32.29,11.77,0.276,0.192,16.045,6.724
1237,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1238,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1239,2,13.14,32.29,41.31,1.209,0.471,41.152,60.271
1240,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1241,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1242,11,30.86,32.29,15.03,11.776,0.936,15.429,220.633
1243,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1244,1,1.29,32.29,39.74,0.299,0.208,39.691,14.663
1245,8,32.29,32.29,24.59,8.729,0.943,24.922,261.722
1246,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1247,1,3.57,32.29,12.77,0.41,0.285,16.891,10.335
1248,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1249,1,7.86,32.29,29.33,0.582,0.405,30.891,23.217
1250,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1251,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1252,3,23.43,32.29,47.16,2.695,0.731,46.716,150.342
1253,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1254,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1255,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1256,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1257,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1258,3,14.29,32.29,78.06,1.578,0.428,75.84,140.197
1259,1,2.86,32.29,51.73,0.377,0.262,49.828,22.483
1260,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1261,1,19.86,32.29,13.77,0.883,0.614,17.736,23.041
1262,6,25.0,32.29,73.96,5.348,0.761,72.939,458.451
1263,0,0.0,32.29,0.0,0.289,1.0,35.079,14.765
1264,2,21.43,32.29,12.97,1.744,0.68,15.186,36.505
1265,1,18.57,32.14,30.6,0.864,0.599,31.964,35.398
1266,1,0.14,32.14,6.79,0.24,0.166,11.835,4.773
1267,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1268,1,2.86,32.14,8.78,0.379,0.263,13.518,8.224
1269,1,0.71,32.14,14.96,0.27,0.187,18.742,7.34
1270,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1271,3,11.86,32.14,29.35,1.204,0.326,29.929,44.191
1272,2,18.71,32.14,36.02,1.61,0.625,36.305,71.523
1273,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1274,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1275,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1276,2,2.43,32.14,53.92,0.252,0.098,52.706,15.802
1277,1,7.29,32.14,18.99,0.566,0.392,22.149,17.366
1278,1,15.86,32.14,29.73,0.809,0.561,31.229,32.529
1279,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1280,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1281,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1282,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1283,3,1.43,32.14,16.63,0.063,0.017,17.94,1.459
1284,2,8.29,32.14,13.97,0.781,0.303,16.103,17.126
1285,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1286,3,19.14,32.14,14.31,2.277,0.616,15.753,46.922
1287,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1288,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1289,1,6.29,32.14,25.37,0.528,0.366,27.543,19.185
1290,4,24.71,32.14,68.63,3.699,0.768,67.353,292.999
1291,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1292,6,30.71,32.14,19.82,6.404,0.908,20.4,159.847
1293,0,0.0,32.14,0.0,0.29,1.0,35.079,14.808
1294,1,5.86,32.14,17.54,0.511,0.354,20.923,15.032
1295,1,30.14,32.14,28.48,1.028,0.712,30.172,40.194
